AREA_NM,ADDR,VIEWS,MONTH,Region,Latitude,Longitude
아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,912.0,1,성산읍,33.4329768585971,126.927795526895
광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,798.0,1,성산읍,33.4370213964037,126.922403414639
제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,503.0,1,성산읍,33.3689980183077,126.863298247296
산천단,제주특별자치도 제주시 아라1동 392-3,110.0,1,아라1동,33.4478193727017,126.552991048883
삼의악트레킹코스,제주특별자치도 제주시 아라동 산 24-2,109.0,1,아라동,33.4395285589061,126.561922654444
세미오름(삼의양오름),제주특별자치도 제주시 아라동 산 24-2,60.0,1,아라동,33.4395285589061,126.561922654444
용머리해안,제주특별자치도 서귀포시 안덕면 사계리,2780.0,1,안덕면,33.2316941376585,126.306514122101
카멜리아힐,제주 서귀포시 안덕면 병악로 166,1685.0,1,안덕면,33.290140185764,126.368365225196
산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,1604.0,1,안덕면,33.2423923919045,126.313950830111
방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,1382.0,1,안덕면,33.305124721628,126.387787906087
이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,1215.0,1,안덕면,33.3066749563549,126.290892953867
새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,4342.0,1,애월읍,33.3674086988003,126.355252824574
윗세오름(웃세오름),제주특별자치도 제주시 애월읍 광령리 산 183-1,3344.0,1,애월읍,33.3708702070152,126.477745019755
애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,1448.0,1,애월읍,33.4590846763959,126.310575628004
애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,772.0,1,애월읍,0.0,0.0
곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),539.0,1,애월읍,0.0,0.0
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,27.0,1,영평동,33.4303670043488,126.582307640104
오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,265.0,1,오라2동,33.4271589152458,126.505783566255
민오름(오라동),제주특별자치도 제주시 오라2동 산 12,187.0,1,오라2동,33.4765241326101,126.506443018327
연대포구,제주특별자치도 제주시 외도2동,47.0,1,외도2동,33.4945540285904,126.433653396456
용연카누클럽,제주특별자치도 제주시 용담2동 438,47.0,1,용담2동,33.5156113803978,126.513990110664
용두암해안도로카페거리,제주특별자치도 제주시 용담3동,302.0,1,용담3동,33.5176026138478,126.492845368496
다끄네포구(용담포구),제주특별자치도 제주시 용담3동,77.0,1,용담3동,33.5176026138478,126.492845368496
우도(해양도립공원),제주특별자치도 제주시 우도면 삼양고수물길 1,7362.0,1,우도면,33.5194719510559,126.951016739939
우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 우도해안길 252,288.0,1,우도면,33.5026665933324,126.94374024047
우도 비양도,제주특별자치도 제주시 우도면 연평리,231.0,1,우도면,33.5059831398525,126.960256641493
검멀레해변,제주특별자치도 제주시 우도면 우도해안길,230.0,1,우도면,0.0,0.0
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,148.0,1,우도면,33.4931638593845,126.955738334149
이호털보네배낚시,제주특별자치도 제주시 이호1동 1787,50.0,1,이호1동,33.4971983959717,126.449357934605
현사포구,제주특별자치도 제주시 이호1동,50.0,1,이호1동,33.4993272538259,126.457478118712
사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,9038.0,1,조천읍,33.4077032050543,126.644672355063
함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 519-10,1733.0,1,조천읍,33.5437022656737,126.668709879591
에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,1225.0,1,조천읍,33.4553485144602,126.668852765522
동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,1118.0,1,조천읍,33.5166343200874,126.717031226683
산굼부리,제주특별자치도 제주시 조천읍 비자림로 768,882.0,1,조천읍,33.4348735442325,126.688504038171
추자도,제주특별자치도 제주시 추자면 추자도,241.0,1,추자면,0.0,0.0
나바론절벽,제주특별자치도 제주시 추자면 영흥리 산 19,82.0,1,추자면,33.9564400554597,126.293961476379
제주올레 18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,72.0,1,추자면,33.9518718453954,126.307710882585
최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,70.0,1,추자면,33.9643413785399,126.29629617008
모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,64.0,1,추자면,33.9461033806051,126.333931047811
백록담,제주특별자치도 서귀포시 토평동 산 15-1,1551.0,1,토평동,33.3469026219773,126.535454418798
백약이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 표선면 성읍리 산 1,1311.0,1,표선면,33.4373134785332,126.791777669204
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,745.0,1,표선면,33.3991114773805,126.784705796572
보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,628.0,1,표선면,33.4134956403949,126.752494805945
성읍민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 19,527.0,1,표선면,33.3845106375498,126.800376745803
따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 62,505.0,1,표선면,33.3860381518026,126.750266535353
논짓물,제주특별자치도 서귀포시 하예동,383.0,1,하예동,33.2412109273802,126.378717518735
하예포구(예래포구),제주특별자치도 서귀포시 하예동,62.0,1,하예동,33.2412109273802,126.378717518735
열리해안길,제주특별자치도 서귀포시 하예동,58.0,1,하예동,33.2412109273802,126.378717518735
영실기암,제주특별자치도 서귀포시 하원동,126.0,1,하원동,33.2785360586219,126.4660226653
쇠소깍해변,제주특별자치도 서귀포시 하효동,208.0,1,하효동,33.2566103527058,126.618338420041
게우지코지,제주특별자치도 서귀포시 하효동,110.0,1,하효동,33.2566103527058,126.618338420041
수월봉,제주특별자치도 제주시 한경면 고산리 3760,1046.0,1,한경면,33.2947654332257,126.163419003191
수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,972.0,1,한경면,33.2942011923765,126.1629872247
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,625.0,1,한경면,33.3434285042685,126.173908545785
환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,567.0,1,한경면,33.3225720333875,126.263238052577
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,467.0,1,한경면,33.3146338680657,126.273662413462
협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,1935.0,1,한림읍,33.393748028429,126.239431893466
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53,679.0,1,한림읍,33.3459802899171,126.321867724832
한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),678.0,1,한림읍,33.3902248567191,126.239691183153
월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4,517.0,1,한림읍,33.3778797661789,126.215712425616
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,483.0,1,한림읍,33.3904006277236,126.236205125385
어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),593.0,1,해안동,33.4570006190886,126.458680781874
돔베낭골,제주특별자치도 서귀포시 호근동,83.0,1,호근동,33.2615116284173,126.532760043118
각시바우오름,제주특별자치도 서귀포시 호근동 2112,43.0,1,호근동,33.276757462252,126.526958677517
곤흘동(곤을동) 마을터,제주특별자치도 제주시 화북1동 4438,106.0,1,화북1동,33.5217669475539,126.557395611224
별도포구,제주특별자치도 제주시 화북1동 4269-12,45.0,1,화북1동,33.5250263073704,126.564933622735
별도연대,제주특별자치도 제주시 화북1동 1537,43.0,1,화북1동,33.5262998282849,126.568135044311
화북비석거리,제주특별자치도 제주시  화북1동 4008,34.0,1,화북1동,33.5212210778459,126.559989000223
삼사석,제주특별자치도 제주시 화북1동 1380-1,32.0,1,화북1동,33.5209736780911,126.573782866815
화북환해장성,제주특별자치도 제주시 화북동,46.0,1,화북동,33.5202191791981,126.565465645477
어린이교통공원,제주특별자치도 제주시 명림로 437 (봉개동 4.3 공원 맞은편),112.0,2,(봉개동,33.4514707449038,126.623315505216
도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,39.0,2,601동,33.2631200520785,126.555208973226
제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,146.0,2,가동,33.4911356491329,126.53143833943
서건도,제주특별자치도 서귀포시 강정동 산 1,135.0,2,강정동,33.230076674038,126.498485934147
산지천,제주특별자치도 제주시 건입동,116.0,2,건입동,33.5150321079833,126.531518045313
흑돼지거리,제주특별자치도 제주시 건입동,70.0,2,건입동,33.5150321079833,126.531518045313
비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,7953.0,2,구좌읍,33.4910972819998,126.811461205688
만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182,2351.0,2,구좌읍,33.5283774190136,126.771615754394
다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 세화리 2705,1033.0,2,구좌읍,33.4750169662769,126.826518297601
아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,1031.0,2,구좌읍,33.4476795924933,126.777366485068
김녕해수욕장,제주특별자치도 제주시 구좌읍 구좌해안로 237,1021.0,2,구좌읍,33.5572081367731,126.736551213927
휴애리 자연생활공원,"제주특별자치도 서귀포시 남원읍 신례동로 256 (신례리, 휴애리)",1212.0,2,남원읍,33.3085347525753,126.634380832055
제주동백수목원,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15,936.0,2,남원읍,33.2727234850834,126.675138292326
동백포레스트,서귀포시 남원읍 신례리 1767,672.0,2,남원읍,33.3003449035082,126.636216133758
머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,493.0,2,남원읍,33.3305225860707,126.673899820322
물영아리오름,제주특별자치도 서귀포시 남원읍 남조로 988-11,427.0,2,남원읍,33.3612712046496,126.692962246783
신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,75.0,2,노형동,33.4622212079716,126.484854697615
제주시 충혼묘지 4·3추모비(박진경 추도비),제주특별자치도 제주시 노형동 산 19-2,32.0,2,노형동,33.4117938658122,126.491828714548
가파도,제주특별자치도 서귀포시 대정읍 가파리,1869.0,2,대정읍,33.1697319370923,126.271293664433
송악산 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 대정읍 송악관광로 421-1,894.0,2,대정읍,33.2077669201535,126.290887906913
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,576.0,2,대정읍,33.2825441646059,126.287343832589
마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 마라로101번길 46,376.0,2,대정읍,33.1186178022129,126.267092741572
초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,361.0,2,대정읍,33.257052827111,126.229932868924
도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,1046.0,2,도두1동,33.5010079784134,126.474247107518
제주올레 17코스,제주특별자치도 제주시 도두1동 2612-1,172.0,2,도두1동,33.50524279514,126.468217854413
도두해안도로,제주특별자치도 제주시 도두2동 706-3,37.0,2,도두2동,33.510401625438,126.482338576502
도두봉,제주특별자치도 제주시 도두동 산 1,547.0,2,도두동,33.5085344192839,126.469041395771
범섬,제주특별자치도 서귀포시 법환동,208.0,2,법환동,33.2431480688709,126.514144783946
제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,176.0,2,보목동,33.2371501897263,126.596001249754
제지기오름,제주특별자치도 서귀포시 보목동 275-1,85.0,2,보목동,33.24177090588,126.610078628977
"안세미 (명도오름,明道岳)",제주특별자치도 제주시 봉개동 산2,29.0,2,봉개동,33.468206886739,126.606102137369
개오리오름,제주특별자치도 제주시 봉개동,26.0,2,봉개동,33.4917232670658,126.594687244154
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,56.0,2,삼도2동,33.517445248574,126.523396875442
제주올레 18코스,제주특별자치도 제주시 삼양1동 1131-2,166.0,2,삼양1동,33.5286552757978,126.596319573991
삼양 셋다리물,제주특별자치도 제주시 삼양1동 1938-9,31.0,2,삼양1동,33.5289556528478,126.589153338424
삼양해안도로,제주특별자치도 제주시 삼양2동,29.0,2,삼양2동,33.5228672016569,126.584664643949
삼양해수욕장,제주특별자치도 제주시 삼양동,204.0,2,삼양동,33.521885794087,126.585599365994
서귀다원,제주특별자치도 서귀포시 상효동 산 118,547.0,2,상효동,0.0,0.0
1100고지습지,제주특별자치도 서귀포시 색달동 산 1-2,1551.0,2,색달동,33.3575245371214,126.462896523457
별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,103.0,2,색달동,33.2474860429014,126.416836511421
천지연기정길,제주특별자치도서귀포시 서귀동 961-33,44.0,2,서귀동,33.2471973965458,126.554863002553
솔동산8경,제주특별자치도 서귀포시 서귀동 솔동산로,38.0,2,서귀동,0.0,0.0
제주올레 7-1코스,제주특별자치도 서귀포시 서호동 553-1,71.0,2,서호동,33.2678472135273,126.520104904348
바람모루,제주특별자치도 서귀포시 서호동,41.0,2,서호동,33.2641864864094,126.517346819897
서귀포해안,제주특별자치도 서귀포시 서호동,36.0,2,서호동,33.2641864864094,126.517346819897
황우지해안,제주특별자치도 서귀포시 서홍동 766-1,809.0,2,서홍동,33.2415695572508,126.549766357796
외돌개,제주특별자치도 서귀포시 서홍동 791,797.0,2,서홍동,33.240076867127,126.545663944153
새연교,제주특별자치도 서귀포시 서홍동 707-4,657.0,2,서홍동,33.2385316399892,126.558886662963
제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,457.0,2,서홍동,33.2405417950496,126.548102419629
서귀포칠십리시공원,제주특별자치도 서귀포시 서홍동 576-9,359.0,2,서홍동,33.2460184148318,126.553476831206
성산초등학교 서청특별중대 주둔지,제주특별자치도 서귀포시 성산면 성산리 171-9,39.0,2,성산면,0.0,0.0
성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,7358.0,2,성산읍,33.462233758483,126.936800689963
섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,3121.0,2,성산읍,33.4260423785235,126.926442688389
광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,995.0,2,성산읍,33.4370213964037,126.922403414639
아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,788.0,2,성산읍,33.4329768585971,126.927795526895
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,378.0,2,성산읍,33.3849993747039,126.839859897606
산천단,제주특별자치도 제주시 아라1동 392-3,87.0,2,아라1동,33.4478193727017,126.552991048883
삼의악트레킹코스,제주특별자치도 제주시 아라동 산 24-2,73.0,2,아라동,33.4395285589061,126.561922654444
세미오름(삼의양오름),제주특별자치도 제주시 아라동 산 24-2,45.0,2,아라동,33.4395285589061,126.561922654444
용머리해안,제주특별자치도 서귀포시 안덕면 사계리,2956.0,2,안덕면,33.2316941376585,126.306514122101
박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25,2140.0,2,안덕면,33.2371648156344,126.358749069441
산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,1993.0,2,안덕면,33.2423923919045,126.313950830111
카멜리아힐,제주 서귀포시 안덕면 병악로 166,1721.0,2,안덕면,33.290140185764,126.368365225196
산방굴사,제주특별자치도 서귀포시 안덕면 사계리 산 16,1246.0,2,안덕면,33.2423923919045,126.313950830111
새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,4024.0,2,애월읍,33.3674086988003,126.355252824574
윗세오름(웃세오름),제주특별자치도 제주시 애월읍 광령리 산 183-1,1741.0,2,애월읍,33.3708702070152,126.477745019755
애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,1690.0,2,애월읍,33.4590846763959,126.310575628004
애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,811.0,2,애월읍,0.0,0.0
곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),486.0,2,애월읍,0.0,0.0
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,19.0,2,영평동,33.4303670043488,126.582307640104
오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,403.0,2,오라2동,33.4271589152458,126.505783566255
민오름(오라동),제주특별자치도 제주시 오라2동 산 12,125.0,2,오라2동,33.4765241326101,126.506443018327
연대포구,제주특별자치도 제주시 외도2동,31.0,2,외도2동,33.4945540285904,126.433653396456
용연카누클럽,제주특별자치도 제주시 용담2동 438,25.0,2,용담2동,33.5156113803978,126.513990110664
용두암해안도로카페거리,제주특별자치도 제주시 용담3동,285.0,2,용담3동,33.5176026138478,126.492845368496
다끄네포구(용담포구),제주특별자치도 제주시 용담3동,26.0,2,용담3동,33.5176026138478,126.492845368496
우도(해양도립공원),제주특별자치도 제주시 우도면 삼양고수물길 1,7135.0,2,우도면,33.5194719510559,126.951016739939
우도 비양도,제주특별자치도 제주시 우도면 연평리,312.0,2,우도면,33.5059831398525,126.960256641493
우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 우도해안길 252,248.0,2,우도면,33.5026665933324,126.94374024047
검멀레해변,제주특별자치도 제주시 우도면 우도해안길,185.0,2,우도면,0.0,0.0
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,121.0,2,우도면,33.4931638593845,126.955738334149
이호털보네배낚시,제주특별자치도 제주시 이호1동 1787,43.0,2,이호1동,33.4971983959717,126.449357934605
현사포구,제주특별자치도 제주시 이호1동,21.0,2,이호1동,33.4993272538259,126.457478118712
사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,8355.0,2,조천읍,33.4077032050543,126.644672355063
함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 519-10,1959.0,2,조천읍,33.5437022656737,126.668709879591
에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,1032.0,2,조천읍,33.4553485144602,126.668852765522
동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,980.0,2,조천읍,33.5166343200874,126.717031226683
산굼부리,제주특별자치도 제주시 조천읍 비자림로 768,896.0,2,조천읍,33.4348735442325,126.688504038171
추자도,제주특별자치도 제주시 추자면 추자도,212.0,2,추자면,0.0,0.0
최영장군사당,제주특별자치도 제주시 추자면 대서3길 10,75.0,2,추자면,33.9643413785399,126.29629617008
제주올레 18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,62.0,2,추자면,33.9518718453954,126.307710882585
모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,56.0,2,추자면,33.9461033806051,126.333931047811
나바론절벽,제주특별자치도 제주시 추자면 영흥리 산 19,45.0,2,추자면,33.9564400554597,126.293961476379
백록담,제주특별자치도 서귀포시 토평동 산 15-1,825.0,2,토평동,33.3469026219773,126.535454418798
녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,889.0,2,표선면,33.3984052242241,126.719921380523
보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,784.0,2,표선면,33.4134956403949,126.752494805945
백약이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 표선면 성읍리 산 1,748.0,2,표선면,33.4373134785332,126.791777669204
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,606.0,2,표선면,33.3991114773805,126.784705796572
성읍민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 19,562.0,2,표선면,33.3845106375498,126.800376745803
논짓물,제주특별자치도 서귀포시 하예동,489.0,2,하예동,33.2412109273802,126.378717518735
열리해안길,제주특별자치도 서귀포시 하예동,38.0,2,하예동,33.2412109273802,126.378717518735
하예포구(예래포구),제주특별자치도 서귀포시 하예동,34.0,2,하예동,33.2412109273802,126.378717518735
영실기암,제주특별자치도 서귀포시 하원동,48.0,2,하원동,33.2785360586219,126.4660226653
쇠소깍해변,제주특별자치도 서귀포시 하효동,181.0,2,하효동,33.2566103527058,126.618338420041
게우지코지,제주특별자치도 서귀포시 하효동,87.0,2,하효동,33.2566103527058,126.618338420041
수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,1217.0,2,한경면,33.2942011923765,126.1629872247
수월봉,제주특별자치도 제주시 한경면 고산리 3760,1092.0,2,한경면,33.2947654332257,126.163419003191
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,626.0,2,한경면,33.3434285042685,126.173908545785
환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,539.0,2,한경면,33.3225720333875,126.263238052577
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462,427.0,2,한경면,33.3146338680657,126.273662413462
협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,2100.0,2,한림읍,33.393748028429,126.239431893466
한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),835.0,2,한림읍,33.3902248567191,126.239691183153
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53,748.0,2,한림읍,33.3459802899171,126.321867724832
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,564.0,2,한림읍,33.3904006277236,126.236205125385
월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4,498.0,2,한림읍,33.3778797661789,126.215712425616
어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),366.0,2,해안동,33.4570006190886,126.458680781874
돔베낭골,제주특별자치도 서귀포시 호근동,59.0,2,호근동,33.2615116284173,126.532760043118
